max_depth	min_split	vmin_bucket	cpValue	ganancia_promedio
8	1000	10	-0.7	8749333
8	1000	5	-0.7	9924667
8	800	400	-0.7	9644667
8	800	300	-0.7	9192000
8	800	200	-0.7	8880667
8	800	100	-0.7	8632000
8	800	50	-0.7	8020667
8	800	25	-0.7	8662667
8	800	10	-0.7	9011333
8	800	5	-0.7	10100000
8	600	300	-0.7	9063333
8	600	200	-0.7	8636667
8	600	100	-0.7	8339333
8	600	50	-0.7	7689333
8	600	25	-0.7	8490667
8	600	10	-0.7	8811333
8	600	5	-0.7	10001333
8	400	200	-0.7	8271333
8	400	100	-0.7	7860667
8	400	50	-0.7	7351333
8	400	25	-0.7	8190667
8	400	10	-0.7	8666667
8	400	5	-0.7	9862000
8	200	100	-0.7	7467333
8	200	50	-0.7	7626667
8	200	25	-0.7	8414667
8	200	10	-0.7	8638000
8	200	5	-0.7	9872000
8	100	50	-0.7	7514000
8	100	25	-0.7	8190667
8	100	10	-0.7	8602667
8	100	5	-0.7	9725333
8	50	25	-0.7	8216000
8	50	10	-0.7	8651333
8	50	5	-0.7	9818667
8	20	10	-0.7	8680667
8	20	5	-0.7	9848667
8	10	5	-0.7	9801333
10	1000	500	-0.7	9149333
10	1000	400	-0.7	9406667
10	1000	300	-0.7	8862000
10	1000	200	-0.7	8679333
10	1000	100	-0.7	8181333
10	1000	50	-0.7	7154667
10	1000	25	-0.7	7702000
10	1000	10	-0.7	8439333
10	1000	5	-0.7	9556000
10	800	400	-0.7	9548000
10	800	300	-0.7	9121333
10	800	200	-0.7	8684000
10	800	100	-0.7	8150667
10	800	50	-0.7	7392667
10	800	25	-0.7	7758000
10	800	10	-0.7	8570000
10	800	5	-0.7	9778667
10	600	300	-0.7	8832000
10	600	200	-0.7	8276000
10	600	100	-0.7	7613333
10	600	50	-0.7	6788000
10	600	25	-0.7	7369333
10	600	10	-0.7	8427333
10	600	5	-0.7	9563333
10	400	200	-0.7	7845333
10	400	100	-0.7	7371333
10	400	50	-0.7	6172000
10	400	25	-0.7	7034000
10	400	10	-0.7	8171333
10	400	5	-0.7	9357333
10	200	100	-0.7	6707333
10	200	50	-0.7	6106667
10	200	25	-0.7	7144667
10	200	10	-0.7	8118667
10	200	5	-0.7	9448000
10	100	50	-0.7	6103333
10	100	25	-0.7	6898667
10	100	10	-0.7	8014667
10	100	5	-0.7	9272667
10	50	25	-0.7	6684000
10	50	10	-0.7	8064667
10	50	5	-0.7	9399333
10	20	10	-0.7	8221333
10	20	5	-0.7	9443333
10	10	5	-0.7	9342667
12	1000	500	-0.7	9149333
12	1000	400	-0.7	9406667
12	1000	300	-0.7	8862000
12	1000	200	-0.7	8679333
12	1000	100	-0.7	8061333
12	1000	50	-0.7	6716000
12	1000	25	-0.7	7188000
12	1000	10	-0.7	8258667
12	1000	5	-0.7	8662667
12	800	400	-0.7	9548000
12	800	300	-0.7	9121333
12	800	200	-0.7	8684000
12	800	100	-0.7	8030667
12	800	50	-0.7	6922000
12	800	25	-0.7	7089333
12	800	10	-0.7	8336000
12	800	5	-0.7	8901333
12	600	300	-0.7	8749333
12	600	200	-0.7	8226000
12	600	100	-0.7	7202000
12	600	50	-0.7	6154667
12	600	25	-0.7	6738667
12	600	10	-0.7	8170667
12	600	5	-0.7	8717333
12	400	200	-0.7	7602000
12	400	100	-0.7	6924000
12	400	50	-0.7	5395333
12	400	25	-0.7	6250000
12	400	10	-0.7	7947333
12	400	5	-0.7	8410000
12	200	100	-0.7	6142000
12	200	50	-0.7	4955333
12	200	25	-0.7	6426667
12	200	10	-0.7	7858000
12	200	5	-0.7	7945333
12	100	50	-0.7	4377333
12	100	25	-0.7	6010000
12	100	10	-0.7	7619333
12	100	5	-0.7	7751333
12	50	25	-0.7	5738000
12	50	10	-0.7	7585333
12	50	5	-0.7	7826000
12	20	10	-0.7	7772667
12	20	5	-0.7	7843333
12	10	5	-0.7	7770000
14	1000	500	-0.7	9149333
14	1000	400	-0.7	9406667
14	1000	300	-0.7	8862000
14	1000	200	-0.7	8679333
14	1000	100	-0.7	7974000
14	1000	50	-0.7	6617333
14	1000	25	-0.7	7007333
14	1000	10	-0.7	8148000
14	1000	5	-0.7	8648000
14	800	400	-0.7	9548000
14	800	300	-0.7	9121333
14	800	200	-0.7	8684000
14	800	100	-0.7	7943333
14	800	50	-0.7	6822000
14	800	25	-0.7	6891333
14	800	10	-0.7	8070667
14	800	5	-0.7	8840000
14	600	300	-0.7	8749333
14	600	200	-0.7	8226000
14	600	100	-0.7	7114667
14	600	50	-0.7	5935333
14	600	25	-0.7	6472667
14	600	10	-0.7	7904667
14	600	5	-0.7	8632667
14	400	200	-0.7	7602000
14	400	100	-0.7	6666000
14	400	50	-0.7	5010667
14	400	25	-0.7	5927333
14	400	10	-0.7	7449333
14	400	5	-0.7	8423333
14	200	100	-0.7	5970667
14	200	50	-0.7	4565333
14	200	25	-0.7	5791333
14	200	10	-0.7	7206667
14	200	5	-0.7	7884000
14	100	50	-0.7	3460667
14	100	25	-0.7	4848667
14	100	10	-0.7	6600000
14	100	5	-0.7	7798000
14	50	25	-0.7	4712667
14	50	10	-0.7	6540667
14	50	5	-0.7	7744667
14	20	10	-0.7	6683333
14	20	5	-0.7	7447333
14	10	5	-0.7	7323333
16	1000	500	-0.7	9149333
16	1000	400	-0.7	9406667
16	1000	300	-0.7	8862000
16	1000	200	-0.7	8679333
16	1000	100	-0.7	7943333
16	1000	50	-0.7	6574000
16	1000	25	-0.7	6928000
16	1000	10	-0.7	7908000
16	1000	5	-0.7	8605333
16	800	400	-0.7	9548000
16	800	300	-0.7	9121333
16	800	200	-0.7	8684000
16	800	100	-0.7	7912667
16	800	50	-0.7	6778667
16	800	25	-0.7	6803333
16	800	10	-0.7	7931333
16	800	5	-0.7	8512667
16	600	300	-0.7	8749333
16	600	200	-0.7	8226000
16	600	100	-0.7	7084000
16	600	50	-0.7	5854000
16	600	25	-0.7	6398000
16	600	10	-0.7	7628000
16	600	5	-0.7	8320667
16	400	200	-0.7	7602000
16	400	100	-0.7	6635333
16	400	50	-0.7	4864000
16	400	25	-0.7	5648000
16	400	10	-0.7	7026000
16	400	5	-0.7	8040667
16	200	100	-0.7	6001333
16	200	50	-0.7	4404000
16	200	25	-0.7	5292667
16	200	10	-0.7	6380000
16	200	5	-0.7	7386667
16	100	50	-0.7	3207333
16	100	25	-0.7	4115333
16	100	10	-0.7	5718667
16	100	5	-0.7	7242000
16	50	25	-0.7	3873333
16	50	10	-0.7	5391333
16	50	5	-0.7	7178000
16	20	10	-0.7	5316000
16	20	5	-0.7	6852000
16	10	5	-0.7	6552667
4	1000	500	-0.3	8451333
4	1000	400	-0.3	8651333
4	1000	300	-0.3	8588000
4	1000	200	-0.3	8566000
4	1000	100	-0.3	8566000
4	1000	50	-0.3	8533333
4	1000	25	-0.3	8318667
4	1000	10	-0.3	8122667
4	1000	5	-0.3	7759333
4	800	400	-0.3	8589333
4	800	300	-0.3	8516000
4	800	200	-0.3	8550667
4	800	100	-0.3	8550667
4	800	50	-0.3	8518000
4	800	25	-0.3	8360000
4	800	10	-0.3	8170000
4	800	5	-0.3	7807333
4	600	300	-0.3	8452000
4	600	200	-0.3	8486667
4	600	100	-0.3	8552667
4	600	50	-0.3	8520000
4	600	25	-0.3	8362000
4	600	10	-0.3	8172000
4	600	5	-0.3	7809333
4	400	200	-0.3	8473333
4	400	100	-0.3	8526000
4	400	50	-0.3	8493333
4	400	25	-0.3	8335333
4	400	10	-0.3	8165333
4	400	5	-0.3	7802667
4	200	100	-0.3	8552667
4	200	50	-0.3	8529333
4	200	25	-0.3	8371333
4	200	10	-0.3	8165333
4	200	5	-0.3	7802667
4	100	50	-0.3	8529333
4	100	25	-0.3	8371333
4	100	10	-0.3	8165333
4	100	5	-0.3	7802667
4	50	25	-0.3	8378000
4	50	10	-0.3	8165333
4	50	5	-0.3	7802667
4	20	10	-0.3	8165333
4	20	5	-0.3	7802667
4	10	5	-0.3	7806667
6	1000	500	-0.3	9586000
6	1000	400	-0.3	9429333
6	1000	300	-0.3	9428000
6	1000	200	-0.3	9262000
6	1000	100	-0.3	9254667
6	1000	50	-0.3	8433333
6	1000	25	-0.3	8834667
6	1000	10	-0.3	9083333
6	1000	5	-0.3	9324667
6	800	400	-0.3	9708000
6	800	300	-0.3	9676000
6	800	200	-0.3	9370667
6	800	100	-0.3	9290000
6	800	50	-0.3	8523333
6	800	25	-0.3	8942000
6	800	10	-0.3	9276000
6	800	5	-0.3	9568667
6	600	300	-0.3	9576667
6	600	200	-0.3	9331333
6	600	100	-0.3	9312667
6	600	50	-0.3	8453333
6	600	25	-0.3	8858000
6	600	10	-0.3	9246667
6	600	5	-0.3	9569333
6	400	200	-0.3	9321333
6	400	100	-0.3	9271333
6	400	50	-0.3	8456000
6	400	25	-0.3	8769333
6	400	10	-0.3	9265333
6	400	5	-0.3	9559333
6	200	100	-0.3	9228667
6	200	50	-0.3	8639333
6	200	25	-0.3	8886000
6	200	10	-0.3	9242000
6	200	5	-0.3	9494667
6	100	50	-0.3	8654667
6	100	25	-0.3	8882000
6	100	10	-0.3	9208667
6	100	5	-0.3	9476000
6	50	25	-0.3	8934000
6	50	10	-0.3	9258000
6	50	5	-0.3	9489333
6	20	10	-0.3	9264667
6	20	5	-0.3	9463333
6	10	5	-0.3	9407333
8	1000	500	-0.3	9149333
8	1000	400	-0.3	9406667
8	1000	300	-0.3	8932667
8	1000	200	-0.3	8750000
8	1000	100	-0.3	8653333
8	1000	50	-0.3	7722667
8	1000	25	-0.3	8388667
8	1000	10	-0.3	8749333
8	1000	5	-0.3	9924667
8	800	400	-0.3	9644667
8	800	300	-0.3	9192000
8	800	200	-0.3	8880667
8	800	100	-0.3	8632000
8	800	50	-0.3	8020667
8	800	25	-0.3	8662667
8	800	10	-0.3	9011333
8	800	5	-0.3	10100000
8	600	300	-0.3	9063333
8	600	200	-0.3	8636667
8	600	100	-0.3	8339333
8	600	50	-0.3	7689333
8	600	25	-0.3	8490667
8	600	10	-0.3	8811333
8	600	5	-0.3	10001333
8	400	200	-0.3	8271333
8	400	100	-0.3	7860667
8	400	50	-0.3	7351333
8	400	25	-0.3	8190667
8	400	10	-0.3	8666667
8	400	5	-0.3	9862000
8	200	100	-0.3	7467333
8	200	50	-0.3	7626667
8	200	25	-0.3	8414667
8	200	10	-0.3	8638000
8	200	5	-0.3	9872000
8	100	50	-0.3	7514000
8	100	25	-0.3	8190667
8	100	10	-0.3	8602667
8	100	5	-0.3	9725333
8	50	25	-0.3	8216000
8	50	10	-0.3	8651333
8	50	5	-0.3	9818667
8	20	10	-0.3	8680667
8	20	5	-0.3	9848667
8	10	5	-0.3	9801333
10	1000	500	-0.3	9149333
10	1000	400	-0.3	9406667
10	1000	300	-0.3	8862000
10	1000	200	-0.3	8679333
10	1000	100	-0.3	8181333
10	1000	50	-0.3	7154667
10	1000	25	-0.3	7702000
10	1000	10	-0.3	8439333
10	1000	5	-0.3	9556000
10	800	400	-0.3	9548000
10	800	300	-0.3	9121333
10	800	200	-0.3	8684000
10	800	100	-0.3	8150667
10	800	50	-0.3	7392667
10	800	25	-0.3	7758000
10	800	10	-0.3	8570000
10	800	5	-0.3	9778667
10	600	300	-0.3	8832000
10	600	200	-0.3	8276000
10	600	100	-0.3	7613333
10	600	50	-0.3	6788000
10	600	25	-0.3	7369333
10	600	10	-0.3	8427333
10	600	5	-0.3	9563333
10	400	200	-0.3	7845333
10	400	100	-0.3	7371333
10	400	50	-0.3	6172000
10	400	25	-0.3	7034000
10	400	10	-0.3	8171333
10	400	5	-0.3	9357333
10	200	100	-0.3	6707333
10	200	50	-0.3	6106667
10	200	25	-0.3	7144667
10	200	10	-0.3	8118667
10	200	5	-0.3	9448000
10	100	50	-0.3	6103333
10	100	25	-0.3	6898667
10	100	10	-0.3	8014667
10	100	5	-0.3	9272667
10	50	25	-0.3	6684000
10	50	10	-0.3	8064667
10	50	5	-0.3	9399333
10	20	10	-0.3	8221333
10	20	5	-0.3	9443333
10	10	5	-0.3	9342667
12	1000	500	-0.3	9149333
12	1000	400	-0.3	9406667
12	1000	300	-0.3	8862000
12	1000	200	-0.3	8679333
12	1000	100	-0.3	8061333
12	1000	50	-0.3	6716000
12	1000	25	-0.3	7188000
12	1000	10	-0.3	8258667
12	1000	5	-0.3	8662667
12	800	400	-0.3	9548000
12	800	300	-0.3	9121333
12	800	200	-0.3	8684000
12	800	100	-0.3	8030667
12	800	50	-0.3	6922000
12	800	25	-0.3	7089333
12	800	10	-0.3	8336000
12	800	5	-0.3	8901333
12	600	300	-0.3	8749333
12	600	200	-0.3	8226000
12	600	100	-0.3	7202000
12	600	50	-0.3	6154667
12	600	25	-0.3	6738667
12	600	10	-0.3	8170667
12	600	5	-0.3	8717333
12	400	200	-0.3	7602000
12	400	100	-0.3	6924000
12	400	50	-0.3	5395333
12	400	25	-0.3	6250000
12	400	10	-0.3	7947333
12	400	5	-0.3	8410000
12	200	100	-0.3	6142000
12	200	50	-0.3	4955333
12	200	25	-0.3	6426667
12	200	10	-0.3	7858000
12	200	5	-0.3	7945333
12	100	50	-0.3	4377333
12	100	25	-0.3	6010000
12	100	10	-0.3	7619333
12	100	5	-0.3	7751333
12	50	25	-0.3	5738000
12	50	10	-0.3	7585333
12	50	5	-0.3	7826000
12	20	10	-0.3	7772667
12	20	5	-0.3	7843333
12	10	5	-0.3	7770000
14	1000	500	-0.3	9149333
14	1000	400	-0.3	9406667
14	1000	300	-0.3	8862000
14	1000	200	-0.3	8679333
14	1000	100	-0.3	7974000
14	1000	50	-0.3	6617333
14	1000	25	-0.3	7007333
14	1000	10	-0.3	8148000
14	1000	5	-0.3	8648000
14	800	400	-0.3	9548000
14	800	300	-0.3	9121333
14	800	200	-0.3	8684000
14	800	100	-0.3	7943333
14	800	50	-0.3	6822000
14	800	25	-0.3	6891333
14	800	10	-0.3	8070667
14	800	5	-0.3	8840000
14	600	300	-0.3	8749333
14	600	200	-0.3	8226000
14	600	100	-0.3	7114667
14	600	50	-0.3	5935333
14	600	25	-0.3	6472667
14	600	10	-0.3	7904667
14	600	5	-0.3	8632667
14	400	200	-0.3	7602000
14	400	100	-0.3	6666000
14	400	50	-0.3	5010667
14	400	25	-0.3	5927333
14	400	10	-0.3	7449333
14	400	5	-0.3	8423333
14	200	100	-0.3	5970667
14	200	50	-0.3	4565333
14	200	25	-0.3	5791333
14	200	10	-0.3	7206667
14	200	5	-0.3	7884000
14	100	50	-0.3	3460667
14	100	25	-0.3	4848667
14	100	10	-0.3	6600000
14	100	5	-0.3	7798000
14	50	25	-0.3	4712667
14	50	10	-0.3	6540667
14	50	5	-0.3	7744667
14	20	10	-0.3	6683333
14	20	5	-0.3	7447333
14	10	5	-0.3	7323333
16	1000	500	-0.3	9149333
16	1000	400	-0.3	9406667
16	1000	300	-0.3	8862000
16	1000	200	-0.3	8679333
16	1000	100	-0.3	7943333
16	1000	50	-0.3	6574000
16	1000	25	-0.3	6928000
16	1000	10	-0.3	7908000
16	1000	5	-0.3	8605333
16	800	400	-0.3	9548000
16	800	300	-0.3	9121333
16	800	200	-0.3	8684000
16	800	100	-0.3	7912667
16	800	50	-0.3	6778667
16	800	25	-0.3	6803333
16	800	10	-0.3	7931333
16	800	5	-0.3	8512667
16	600	300	-0.3	8749333
16	600	200	-0.3	8226000
16	600	100	-0.3	7084000
16	600	50	-0.3	5854000
16	600	25	-0.3	6398000
16	600	10	-0.3	7628000
16	600	5	-0.3	8320667
16	400	200	-0.3	7602000
16	400	100	-0.3	6635333
16	400	50	-0.3	4864000
16	400	25	-0.3	5648000
16	400	10	-0.3	7026000
16	400	5	-0.3	8040667
16	200	100	-0.3	6001333
16	200	50	-0.3	4404000
16	200	25	-0.3	5292667
16	200	10	-0.3	6380000
16	200	5	-0.3	7386667
16	100	50	-0.3	3207333
16	100	25	-0.3	4115333
16	100	10	-0.3	5718667
16	100	5	-0.3	7242000
16	50	25	-0.3	3873333
16	50	10	-0.3	5391333
16	50	5	-0.3	7178000
16	20	10	-0.3	5316000
16	20	5	-0.3	6852000
16	10	5	-0.3	6552667
4	1000	500	-0.1	8451333
4	1000	400	-0.1	8651333
4	1000	300	-0.1	8588000
4	1000	200	-0.1	8566000
4	1000	100	-0.1	8566000
4	1000	50	-0.1	8533333
4	1000	25	-0.1	8318667
4	1000	10	-0.1	8122667
4	1000	5	-0.1	7759333
4	800	400	-0.1	8589333
4	800	300	-0.1	8516000
4	800	200	-0.1	8550667
4	800	100	-0.1	8550667
4	800	50	-0.1	8518000
4	800	25	-0.1	8360000
4	800	10	-0.1	8170000
4	800	5	-0.1	7807333
4	600	300	-0.1	8452000
4	600	200	-0.1	8486667
4	600	100	-0.1	8552667
4	600	50	-0.1	8520000
4	600	25	-0.1	8362000
4	600	10	-0.1	8172000
4	600	5	-0.1	7809333
4	400	200	-0.1	8473333
4	400	100	-0.1	8526000
4	400	50	-0.1	8493333
4	400	25	-0.1	8335333
4	400	10	-0.1	8165333
4	400	5	-0.1	7802667
4	200	100	-0.1	8552667
4	200	50	-0.1	8529333
4	200	25	-0.1	8371333
4	200	10	-0.1	8165333
4	200	5	-0.1	7802667
4	100	50	-0.1	8529333
4	100	25	-0.1	8371333
4	100	10	-0.1	8165333
4	100	5	-0.1	7802667
4	50	25	-0.1	8378000
4	50	10	-0.1	8165333
4	50	5	-0.1	7802667
4	20	10	-0.1	8165333
4	20	5	-0.1	7802667
4	10	5	-0.1	7806667
6	1000	500	-0.1	9586000
6	1000	400	-0.1	9429333
6	1000	300	-0.1	9428000
6	1000	200	-0.1	9262000
6	1000	100	-0.1	9254667
6	1000	50	-0.1	8433333
6	1000	25	-0.1	8834667
6	1000	10	-0.1	9083333
6	1000	5	-0.1	9324667
6	800	400	-0.1	9708000
6	800	300	-0.1	9676000
6	800	200	-0.1	9370667
6	800	100	-0.1	9290000
6	800	50	-0.1	8523333
6	800	25	-0.1	8942000
6	800	10	-0.1	9276000
6	800	5	-0.1	9568667
6	600	300	-0.1	9576667
6	600	200	-0.1	9331333
6	600	100	-0.1	9312667
6	600	50	-0.1	8453333
6	600	25	-0.1	8858000
6	600	10	-0.1	9246667
6	600	5	-0.1	9569333
6	400	200	-0.1	9321333
6	400	100	-0.1	9271333
6	400	50	-0.1	8456000
6	400	25	-0.1	8769333
6	400	10	-0.1	9265333
6	400	5	-0.1	9559333
6	200	100	-0.1	9228667
6	200	50	-0.1	8639333
6	200	25	-0.1	8886000
6	200	10	-0.1	9242000
6	200	5	-0.1	9494667
6	100	50	-0.1	8654667
6	100	25	-0.1	8882000
6	100	10	-0.1	9208667
6	100	5	-0.1	9476000
6	50	25	-0.1	8934000
6	50	10	-0.1	9258000
6	50	5	-0.1	9489333
6	20	10	-0.1	9264667
6	20	5	-0.1	9463333
6	10	5	-0.1	9407333
8	1000	500	-0.1	9149333
8	1000	400	-0.1	9406667
8	1000	300	-0.1	8932667
8	1000	200	-0.1	8750000
8	1000	100	-0.1	8653333
8	1000	50	-0.1	7722667
8	1000	25	-0.1	8388667
8	1000	10	-0.1	8749333
8	1000	5	-0.1	9924667
8	800	400	-0.1	9644667
8	800	300	-0.1	9192000
8	800	200	-0.1	8880667
8	800	100	-0.1	8632000
8	800	50	-0.1	8020667
8	800	25	-0.1	8662667
8	800	10	-0.1	9011333
8	800	5	-0.1	10100000
8	600	300	-0.1	9063333
8	600	200	-0.1	8636667
8	600	100	-0.1	8339333
8	600	50	-0.1	7689333
8	600	25	-0.1	8490667
8	600	10	-0.1	8811333
8	600	5	-0.1	10001333
8	400	200	-0.1	8271333
8	400	100	-0.1	7860667
8	400	50	-0.1	7351333
8	400	25	-0.1	8190667
8	400	10	-0.1	8666667
8	400	5	-0.1	9862000
8	200	100	-0.1	7467333
8	200	50	-0.1	7626667
8	200	25	-0.1	8414667
8	200	10	-0.1	8638000
8	200	5	-0.1	9872000
8	100	50	-0.1	7514000
8	100	25	-0.1	8190667
8	100	10	-0.1	8602667
8	100	5	-0.1	9725333
8	50	25	-0.1	8216000
8	50	10	-0.1	8651333
8	50	5	-0.1	9818667
8	20	10	-0.1	8680667
8	20	5	-0.1	9848667
8	10	5	-0.1	9801333
10	1000	500	-0.1	9149333
10	1000	400	-0.1	9406667
10	1000	300	-0.1	8862000
10	1000	200	-0.1	8679333
10	1000	100	-0.1	8181333
10	1000	50	-0.1	7154667
10	1000	25	-0.1	7702000
10	1000	10	-0.1	8439333
10	1000	5	-0.1	9556000
10	800	400	-0.1	9548000
10	800	300	-0.1	9121333
10	800	200	-0.1	8684000
10	800	100	-0.1	8150667
10	800	50	-0.1	7392667
10	800	25	-0.1	7758000
10	800	10	-0.1	8570000
10	800	5	-0.1	9778667
10	600	300	-0.1	8832000
10	600	200	-0.1	8276000
10	600	100	-0.1	7613333
10	600	50	-0.1	6788000
10	600	25	-0.1	7369333
10	600	10	-0.1	8427333
10	600	5	-0.1	9563333
10	400	200	-0.1	7845333
10	400	100	-0.1	7371333
10	400	50	-0.1	6172000
10	400	25	-0.1	7034000
10	400	10	-0.1	8171333
10	400	5	-0.1	9357333
10	200	100	-0.1	6707333
10	200	50	-0.1	6106667
10	200	25	-0.1	7144667
10	200	10	-0.1	8118667
10	200	5	-0.1	9448000
10	100	50	-0.1	6103333
10	100	25	-0.1	6898667
10	100	10	-0.1	8014667
10	100	5	-0.1	9272667
10	50	25	-0.1	6684000
10	50	10	-0.1	8064667
10	50	5	-0.1	9399333
10	20	10	-0.1	8221333
10	20	5	-0.1	9443333
10	10	5	-0.1	9342667
12	1000	500	-0.1	9149333
12	1000	400	-0.1	9406667
12	1000	300	-0.1	8862000
12	1000	200	-0.1	8679333
12	1000	100	-0.1	8061333
12	1000	50	-0.1	6716000
12	1000	25	-0.1	7188000
12	1000	10	-0.1	8258667
12	1000	5	-0.1	8662667
12	800	400	-0.1	9548000
12	800	300	-0.1	9121333
12	800	200	-0.1	8684000
12	800	100	-0.1	8030667
12	800	50	-0.1	6922000
12	800	25	-0.1	7089333
12	800	10	-0.1	8336000
12	800	5	-0.1	8901333
12	600	300	-0.1	8749333
12	600	200	-0.1	8226000
12	600	100	-0.1	7202000
12	600	50	-0.1	6154667
12	600	25	-0.1	6738667
12	600	10	-0.1	8170667
12	600	5	-0.1	8717333
12	400	200	-0.1	7602000
12	400	100	-0.1	6924000
12	400	50	-0.1	5395333
12	400	25	-0.1	6250000
12	400	10	-0.1	7947333
12	400	5	-0.1	8410000
12	200	100	-0.1	6142000
12	200	50	-0.1	4955333
12	200	25	-0.1	6426667
12	200	10	-0.1	7858000
12	200	5	-0.1	7945333
12	100	50	-0.1	4377333
12	100	25	-0.1	6010000
12	100	10	-0.1	7619333
12	100	5	-0.1	7751333
12	50	25	-0.1	5738000
12	50	10	-0.1	7585333
12	50	5	-0.1	7826000
12	20	10	-0.1	7772667
12	20	5	-0.1	7843333
12	10	5	-0.1	7770000
14	1000	500	-0.1	9149333
14	1000	400	-0.1	9406667
14	1000	300	-0.1	8862000
14	1000	200	-0.1	8679333
14	1000	100	-0.1	7974000
14	1000	50	-0.1	6617333
14	1000	25	-0.1	7007333
14	1000	10	-0.1	8148000
14	1000	5	-0.1	8648000
14	800	400	-0.1	9548000
14	800	300	-0.1	9121333
14	800	200	-0.1	8684000
14	800	100	-0.1	7943333
14	800	50	-0.1	6822000
14	800	25	-0.1	6891333
14	800	10	-0.1	8070667
14	800	5	-0.1	8840000
14	600	300	-0.1	8749333
14	600	200	-0.1	8226000
14	600	100	-0.1	7114667
14	600	50	-0.1	5935333
14	600	25	-0.1	6472667
14	600	10	-0.1	7904667
14	600	5	-0.1	8632667
14	400	200	-0.1	7602000
14	400	100	-0.1	6666000
14	400	50	-0.1	5010667
14	400	25	-0.1	5927333
14	400	10	-0.1	7449333
14	400	5	-0.1	8423333
14	200	100	-0.1	5970667
14	200	50	-0.1	4565333
14	200	25	-0.1	5791333
14	200	10	-0.1	7206667
14	200	5	-0.1	7884000
14	100	50	-0.1	3460667
14	100	25	-0.1	4848667
14	100	10	-0.1	6600000
14	100	5	-0.1	7798000
14	50	25	-0.1	4712667
14	50	10	-0.1	6540667
14	50	5	-0.1	7744667
14	20	10	-0.1	6683333
14	20	5	-0.1	7447333
14	10	5	-0.1	7323333
16	1000	500	-0.1	9149333
16	1000	400	-0.1	9406667
16	1000	300	-0.1	8862000
16	1000	200	-0.1	8679333
16	1000	100	-0.1	7943333
16	1000	50	-0.1	6574000
16	1000	25	-0.1	6928000
16	1000	10	-0.1	7908000
16	1000	5	-0.1	8605333
16	800	400	-0.1	9548000
16	800	300	-0.1	9121333
16	800	200	-0.1	8684000
16	800	100	-0.1	7912667
16	800	50	-0.1	6778667
16	800	25	-0.1	6803333
16	800	10	-0.1	7931333
16	800	5	-0.1	8512667
16	600	300	-0.1	8749333
16	600	200	-0.1	8226000
16	600	100	-0.1	7084000
16	600	50	-0.1	5854000
16	600	25	-0.1	6398000
16	600	10	-0.1	7628000
16	600	5	-0.1	8320667
16	400	200	-0.1	7602000
16	400	100	-0.1	6635333
16	400	50	-0.1	4864000
16	400	25	-0.1	5648000
16	400	10	-0.1	7026000
16	400	5	-0.1	8040667
16	200	100	-0.1	6001333
16	200	50	-0.1	4404000
16	200	25	-0.1	5292667
16	200	10	-0.1	6380000
16	200	5	-0.1	7386667
16	100	50	-0.1	3207333
16	100	25	-0.1	4115333
16	100	10	-0.1	5718667
16	100	5	-0.1	7242000
16	50	25	-0.1	3873333
16	50	10	-0.1	5391333
16	50	5	-0.1	7178000
16	20	10	-0.1	5316000
16	20	5	-0.1	6852000
16	10	5	-0.1	6552667
4	1000	500	-0.01	8451333
4	1000	400	-0.01	8651333
4	1000	300	-0.01	8588000
4	1000	200	-0.01	8566000
4	1000	100	-0.01	8566000
4	1000	50	-0.01	8533333
4	1000	25	-0.01	8318667
4	1000	10	-0.01	8122667
4	1000	5	-0.01	7759333
4	800	400	-0.01	8589333
4	800	300	-0.01	8516000
4	800	200	-0.01	8550667
4	800	100	-0.01	8550667
4	800	50	-0.01	8518000
4	800	25	-0.01	8360000
4	800	10	-0.01	8170000
4	800	5	-0.01	7807333
4	600	300	-0.01	8452000
4	600	200	-0.01	8486667
4	600	100	-0.01	8552667
4	600	50	-0.01	8520000
4	600	25	-0.01	8362000
4	600	10	-0.01	8172000
4	600	5	-0.01	7809333
4	400	200	-0.01	8473333
4	400	100	-0.01	8526000
4	400	50	-0.01	8493333
4	400	25	-0.01	8335333
4	400	10	-0.01	8165333
4	400	5	-0.01	7802667
4	200	100	-0.01	8552667
4	200	50	-0.01	8529333
4	200	25	-0.01	8371333
4	200	10	-0.01	8165333
4	200	5	-0.01	7802667
4	100	50	-0.01	8529333
4	100	25	-0.01	8371333
4	100	10	-0.01	8165333
4	100	5	-0.01	7802667
4	50	25	-0.01	8378000
4	50	10	-0.01	8165333
4	50	5	-0.01	7802667
4	20	10	-0.01	8165333
4	20	5	-0.01	7802667
4	10	5	-0.01	7806667
6	1000	500	-0.01	9586000
6	1000	400	-0.01	9429333
6	1000	300	-0.01	9428000
6	1000	200	-0.01	9262000
6	1000	100	-0.01	9254667
6	1000	50	-0.01	8433333
6	1000	25	-0.01	8834667
6	1000	10	-0.01	9083333
6	1000	5	-0.01	9324667
6	800	400	-0.01	9708000
6	800	300	-0.01	9676000
6	800	200	-0.01	9370667
6	800	100	-0.01	9290000
6	800	50	-0.01	8523333
6	800	25	-0.01	8942000
6	800	10	-0.01	9276000
6	800	5	-0.01	9568667
6	600	300	-0.01	9576667
6	600	200	-0.01	9331333
6	600	100	-0.01	9312667
6	600	50	-0.01	8453333
6	600	25	-0.01	8858000
6	600	10	-0.01	9246667
6	600	5	-0.01	9569333
6	400	200	-0.01	9321333
6	400	100	-0.01	9271333
